bodyType,brand,color,engineDisplacement,enginePower,fuelType,mileage,modelDate,model_info,numberOfDoors,sell_id,vehicleTransmission,vhp,gear,wheel,price,sample
минивэн l3,MERCEDES,чёрный,2.1,190,дизель,2200,2020,VITO,4.0,1102529946,автоматическая,Оригинал,полный,Левый,14800000,1
седан,MERCEDES,чёрный,2.0,184,бензин,200172,2013,E_KLASSE,4.0,1102479328,автоматическая,Оригинал,задний,Левый,1065000,1
купе,MERCEDES,чёрный,2.0,184,бензин,34935,2017,E_KLASSE,2.0,1101899314,автоматическая,Оригинал,задний,Левый,2897000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.5,249,бензин,130400,2014,GLK_KLASSE,5.0,1102447322,автоматическая,Оригинал,полный,Левый,1479000,1
седан long,MERCEDES,чёрный,6.0,530,бензин,20747,2014,S_KLASSE,4.0,1099575370,автоматическая,Оригинал,задний,Левый,11000000,1
купе,MERCEDES,чёрный,3.0,390,бензин,26136,2018,C_KLASSE_AMG,2.0,1102325404,автоматическая,Оригинал,полный,Левый,3360000,1
купе-хардтоп,MERCEDES,синий,2.0,184,бензин,49061,2016,E_KLASSE,2.0,1101924521,автоматическая,Оригинал,задний,Левый,2050000,1
купе,MERCEDES,чёрный,1.6,156,бензин,66687,2016,C_KLASSE,2.0,1102019949,автоматическая,Оригинал,задний,Левый,1937000,1
внедорожник 5 дв.,MERCEDES,белый,4.0,585,бензин,14200,2019,G_KLASSE_AMG,5.0,1101924516,автоматическая,Оригинал,полный,Левый,18000000,1
внедорожник 5 дв.,MERCEDES,белый,3.0,435,бензин,5695,2019,GLE_KLASSE_AMG,5.0,1102685209,автоматическая,Оригинал,полный,Левый,8900000,1
внедорожник 5 дв.,MERCEDES,коричневый,3.5,306,бензин,126850,2012,M_KLASSE,5.0,1101970473,автоматическая,Оригинал,полный,Левый,1649000,1
минивэн long,MERCEDES,чёрный,2.1,163,дизель,112000,2013,VIANO,4.0,1101554317,автоматическая,Оригинал,полный,Левый,1779000,1
седан,MERCEDES,чёрный,2.5,204,бензин,157000,2007,C_KLASSE,4.0,1101638624,автоматическая,Дубликат,задний,Левый,614000,1
седан,MERCEDES,коричневый,3.0,333,бензин,97000,2015,E_KLASSE,4.0,1101927343,автоматическая,Оригинал,полный,Левый,1664000,1
седан long,MERCEDES,чёрный,3.0,367,бензин,18,2021,S_KLASSE,4.0,1102694393,автоматическая,Оригинал,полный,Левый,15900000,1
внедорожник 5 дв.,MERCEDES,белый,2.0,211,бензин,62756,2016,GLC_KLASSE,5.0,1102443896,автоматическая,Оригинал,полный,Левый,2194000,1
внедорожник 5 дв.,MERCEDES,чёрный,5.5,388,бензин,162800,2010,GL_KLASSE,5.0,1102710942,автоматическая,Оригинал,полный,Левый,1370000,1
купе,MERCEDES,чёрный,1.5,150,бензин,29350,2019,C_KLASSE,2.0,1102555238,автоматическая,Оригинал,задний,Левый,2550000,1
внедорожник 5 дв.,MERCEDES,чёрный,3.5,306,бензин,135000,2012,M_KLASSE,5.0,1102471750,автоматическая,Оригинал,полный,Левый,1645000,1
внедорожник 5 дв.,MERCEDES,белый,5.5,585,бензин,4500,2017,GLE_KLASSE_COUPE_AMG,5.0,1102508054,автоматическая,Оригинал,полный,Левый,6950000,1
седан,MERCEDES,белый,1.8,156,бензин,96730,2011,C_KLASSE,4.0,1102592929,автоматическая,Оригинал,задний,Левый,1122000,1
внедорожник 5 дв.,MERCEDES,белый,3.0,224,дизель,165000,2008,M_KLASSE,5.0,1102506026,автоматическая,Оригинал,полный,Левый,1120000,1
седан,MERCEDES,белый,2.0,184,бензин,117000,2015,E_KLASSE,4.0,1102517095,автоматическая,Оригинал,задний,Левый,1495000,1
внедорожник 5 дв.,MERCEDES,белый,3.0,249,дизель,141266,2011,M_KLASSE,5.0,1102702075,автоматическая,Оригинал,полный,Левый,1708000,1
купе,MERCEDES,серебристый,4.7,455,бензин,33915,2015,S_KLASSE,2.0,1102711804,автоматическая,Дубликат,полный,Левый,4650000,1
внедорожник 5 дв.,MERCEDES,чёрный,4.7,340,бензин,220000,2007,GL_KLASSE,5.0,1102193318,автоматическая,Оригинал,полный,Левый,680000,1
седан long,AUDI,чёрный,3.0,340,бензин,13900,2018,A8,4.0,1102428793,автоматическая,Оригинал,полный,Левый,4999000,1
внедорожник 5 дв.,AUDI,белый,2.0,225,бензин,124000,2013,Q5,5.0,1102471752,автоматическая,Оригинал,полный,Левый,1340000,1
седан,AUDI,белый,3.0,245,дизель,225000,2011,A6,4.0,1102572041,роботизированная,Дубликат,полный,Левый,1200000,1
внедорожник 5 дв.,AUDI,серый,2.0,180,бензин,11200,2018,Q3,5.0,1102703428,роботизированная,Оригинал,полный,Левый,2499000,1
седан long,AUDI,чёрный,3.0,250,дизель,124280,2015,A8,4.0,1102477399,автоматическая,Оригинал,полный,Левый,2400000,1
купе,AUDI,чёрный,2.0,225,бензин,74681,2014,A5,2.0,1102703502,роботизированная,Оригинал,полный,Левый,1749000,1
седан,AUDI,чёрный,2.0,200,бензин,139232,2008,A4,4.0,1101311946,автоматическая,Оригинал,полный,Левый,485000,1
седан,AUDI,белый,2.0,249,бензин,111047,2017,A4,4.0,1102393823,роботизированная,Оригинал,полный,Левый,1624000,1
хэтчбек 5 дв. sportback,AUDI,белый,1.4,122,бензин,61300,2013,A3,5.0,1102707985,роботизированная,Оригинал,передний,Левый,819000,1
внедорожник 5 дв.,AUDI,серый,3.0,249,дизель,52431,2016,Q7,5.0,1102690559,автоматическая,Оригинал,полный,Левый,3257000,1
лифтбек,AUDI,чёрный,3.0,300,бензин,133203,2011,A7,5.0,1102711839,роботизированная,Оригинал,полный,Левый,1549000,1
внедорожник 5 дв.,AUDI,синий,2.0,225,бензин,117000,2014,Q5,5.0,1102712699,автоматическая,Оригинал,полный,Левый,1787000,1
внедорожник 5 дв.,AUDI,серебристый,2.0,170,дизель,209000,2010,Q5,5.0,1102534711,роботизированная,Оригинал,полный,Левый,1020000,1
седан,AUDI,белый,2.0,211,бензин,106000,2013,A4,4.0,1102565132,роботизированная,Оригинал,полный,Левый,1050000,1
седан,AUDI,чёрный,2.0,180,бензин,121000,2013,A6,4.0,1101478844,вариатор,Оригинал,передний,Левый,1020000,1
хэтчбек 5 дв. sportback,AUDI,белый,2.0,190,бензин,49045,2017,A3,5.0,1102700782,роботизированная,Оригинал,полный,Левый,2293000,1
купе,AUDI,чёрный,2.0,190,дизель,38521,2017,A5,2.0,1102602475,роботизированная,Оригинал,полный,Левый,2730000,1
внедорожник 5 дв.,AUDI,синий,2.0,225,бензин,101000,2012,Q5,5.0,1102701821,автоматическая,Оригинал,полный,Левый,1345000,1
седан,AUDI,белый,2.0,180,бензин,133000,2013,A6,4.0,1101610477,вариатор,Оригинал,передний,Левый,985000,1
внедорожник 5 дв.,AUDI,белый,3.0,249,дизель,124695,2016,Q7,5.0,1102712695,автоматическая,Оригинал,полный,Левый,3847000,1
седан,AUDI,чёрный,2.0,180,бензин,107000,2014,A6,4.0,1102246280,вариатор,Оригинал,передний,Левый,1115000,1
хэтчбек 5 дв. sportback,AUDI,синий,1.4,150,бензин,39721,2017,A3,5.0,1102288629,роботизированная,Оригинал,передний,Левый,1517000,1
седан,AUDI,серый,2.8,204,бензин,100866,2012,A6,4.0,1102712817,роботизированная,Оригинал,полный,Левый,1349000,1
внедорожник 5 дв.,AUDI,серый,3.6,280,бензин,185000,2007,Q7,5.0,1102251845,автоматическая,Оригинал,полный,Левый,750000,1
седан,AUDI,белый,1.8,160,бензин,131000,2010,A4,4.0,1102588697,вариатор,Оригинал,передний,Левый,685000,1
седан,AUDI,чёрный,2.0,180,бензин,102000,2013,A6,4.0,1102319418,вариатор,Оригинал,передний,Левый,1150000,1
внедорожник 5 дв.,AUDI,чёрный,3.0,249,дизель,27905,2019,Q8,5.0,1102689145,автоматическая,Оригинал,полный,Левый,6448000,1
внедорожник 5 дв.,AUDI,синий,3.0,249,дизель,90000,2016,Q7,5.0,1102717827,автоматическая,Оригинал,полный,Левый,4500000,1
седан,AUDI,чёрный,2.8,204,бензин,103526,2014,A6,4.0,1102708459,роботизированная,Оригинал,полный,Левый,1398000,1
хэтчбек 5 дв. sportback,AUDI,белый,1.4,150,бензин,43113,2016,A3,5.0,1102704224,роботизированная,Оригинал,передний,Левый,1445000,1
хэтчбек 5 дв. sportback,AUDI,белый,1.4,125,бензин,34405,2015,A1,5.0,1102690870,роботизированная,Оригинал,передний,Левый,1017000,1
внедорожник 5 дв.,AUDI,коричневый,3.0,238,дизель,208343,2011,Q7,5.0,1102447821,автоматическая,Оригинал,полный,Левый,1348000,1
внедорожник 5 дв.,AUDI,чёрный,2.0,211,бензин,118000,2009,Q5,5.0,1101779909,роботизированная,Оригинал,полный,Левый,789000,1
внедорожник 5 дв.,AUDI,белый,2.0,180,бензин,5313,2020,Q3,5.0,1102315705,роботизированная,Оригинал,полный,Левый,3137900,1
седан,AUDI,чёрный,1.8,170,бензин,103580,2013,A4,4.0,1102711840,вариатор,Оригинал,передний,Левый,1099000,1
внедорожник 5 дв.,AUDI,чёрный,2.0,170,дизель,129306,2012,Q5,5.0,1102716268,роботизированная,Оригинал,полный,Левый,1259000,1
хэтчбек 5 дв. sportback,AUDI,синий,1.4,122,бензин,73528,2014,A1,5.0,1102566791,роботизированная,Оригинал,передний,Левый,825000,1
седан,BMW,белый,1.5,136,бензин,38631,2018,3ER,4.0,1102235679,автоматическая,Оригинал,задний,Левый,1650000,1
внедорожник 5 дв.,BMW,чёрный,3.0,306,бензин,135602,2011,X5,5.0,1101988257,автоматическая,Оригинал,полный,Левый,1149000,1
внедорожник 5 дв.,BMW,чёрный,2.0,190,дизель,14084,2020,X3,5.0,1101920036,автоматическая,Оригинал,полный,Левый,3480000,1
седан,BMW,красный,4.4,625,бензин,39235,2018,M5,4.0,1102310320,автоматическая,Оригинал,полный,Левый,7000000,1
